Názov;Názov liečiva;;;
ELOCTA 1000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
ELOCTA 1500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
ELOCTA 2000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
ELOCTA 250 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
ELOCTA 3000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
ELOCTA 500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Elontril 150 mg;Bupropión;;;
Elontril 300 mg;Bupropión;;;
Eltrombopag Accord 25 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Accord 50 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Glenmark 25 mg;Eltrombopag;;;
Eltrombopag Glenmark 50 mg;Eltrombopag;;;
Eltrombopag Krka 25 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Krka 50 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Olpha 25 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Olpha 50 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Pharmevid 25 mg;Eltrombopag;;;
Eltrombopag Pharmevid 50 mg;Eltrombopag;;;
Eltrombopag STADA 25 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag STADA 50 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Teva 25 mg;Eltrombopag;;;
Eltrombopag Teva 50 mg;Eltrombopag;;;
Eltrombopag Viatris 25 mg filmom obalené tablety;Eltrombopag;;;
Eltrombopag Viatris 50 mg filmom obalené tablety;Eltrombopag;;;
EMADINE 0,5 mg/ml očná roztoková instilácia;Emedastín;;;
Emanera 20 mg tvrdé gastrorezistentné kapsuly;Ezomeprazol;;;
Emanera 20 mg tvrdé gastrorezistentné kapsuly;Ezomeprazol;;;
Emanera 40 mg tvrdé gastrorezistentné kapsuly;Ezomeprazol;;;
Emanera 40 mg tvrdé gastrorezistentné kapsuly;Ezomeprazol;;;
Embavi 2,5 mg filmom obalené tablety;Apixabán;;;
Embavi 2,5 mg filmom obalené tablety;Apixabán;;;
Embavi 5 mg filmom obalené tablety;Apixabán;;;
Embavi 5 mg filmom obalené tablety;Apixabán;;;
Emegar 1 mg;Granisetrón;;;
Emegar 2 mg;Granisetrón;;;
Emegar 2 mg;Granisetrón;;;
EMEND 125 mg tvrdé kapsuly, EMEND 80 mg tvrdé kapsuly;Aprepitant;;;
Emgality 120 mg injekčný roztok v naplnenom pere;Galkanezumab;;;
Emoxen Plus;Naproxén a ezomeprazol;;;
Emoxen Plus;Naproxén a ezomeprazol;;;
Emselex;Darifenacín;;;
Emtricitabine/Tenofovir disoproxil Krka 200 mg/245 mg filmom obalené tablety;Tenofovir dizoproxil a emtricitabín;;;
Emtricitabine/Tenofovir disoproxil Mylan 200 mg/245 mg filmom obalené tablety;Tenofovir dizoproxil a emtricitabín;;;
Enbrel 10 mg prášok a rozpúšťadlo na injekčný roztok pre pediatrické použitie;Etanercept;;;
Enbrel 25 mg injekčný roztok v naplnenej injekčnej striekačke;Etanercept;;;
Enbrel 25 mg prášok a rozpúšťadlo na injekčný roztok;Etanercept;;;
Enbrel 50 mg injekčný roztok v naplnenej injekčnej striekačke;Etanercept;;;
Enbrel 50 mg injekčný roztok v naplnenom pere;Etanercept;;;
Endovelle 2 mg tablety;Dienogest;;;
Endoxan 1000 mg prášok na injekčný roztok;Cyklofosfamid;;;
Endoxan 200 mg prášok na injekčný roztok;Cyklofosfamid;;;
Endoxan 500 mg prášok na injekčný roztok;Cyklofosfamid;;;
ENELBIN 100 retard;Naftidrofuryl;;;
ENELBIN 100 retard;Naftidrofuryl;;;
"Enerzair Breezhaler 114 mikrogramov/46 mikrogramov/136 mikrogramov inhalačný prášok v tvrdých
kapsulách";Indakaterol, glykopyrónium-bromid a mometazón;;;
ENGERIX-B 20 µg;Očkovacia látka proti hepatitíde B, purifikovaný antigén;;;
Enhertu 100 mg prášok na koncentrát na infúzny roztok;Trastuzumab-deruxtekan;;;
Enkia 15 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 15 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 15 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 2,5 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 2,5 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 20 mg filmom obalené tablety;Rivaroxabán;;;
Enkia 20 mg filmom obalené tablety;Rivaroxabán;;;
Enstilar 50 mikrogramov/g + 0,5 mg/g;Kalcipotriol, kombinácie;;;
Entecavir FMK 0,5 mg;Entekavir;;;
Entecavir FMK 1 mg;Entekavir;;;
Entocort 2 mg;Budezonid;;;
Entocort 3 mg;Budezonid;;;
Entresto 24 mg/26 mg filmom obalené tablety;Valsartan a sakubitril;;;
Entresto 49 mg/51 mg filmom obalené tablety;Valsartan a sakubitril;;;
Entresto 97 mg/103 mg filmom obalené tablety;Valsartan a sakubitril;;;
Entyvio 108 mg injekčný roztok v naplnenom pere;Vedolizumab;;;
Entyvio 300 mg prášok na prípravu infúzneho koncentrátu;Vedolizumab;;;
Enwylma 120 mg injekčný roztok;Denosumab;;;
Epclusa 400 mg/100 mg filmom obalené tablety;Sofosbuvir a velpatasvir;;;
Epiduo;Adapalén, kombinácie;;;
Epiduo Forte;Adapalén, kombinácie;;;
Epidyolex 100 mg/ml perorálny roztok;Kanabidiol;;;
Epiletam 1000 mg;Levetiracetam;;;
Epiletam 250 mg;Levetiracetam;;;
Epiletam 500 mg;Levetiracetam;;;
Epimedac 2 mg/ml injekčný roztok;Epirubicín;;;
Epimedac 2 mg/ml injekčný roztok;Epirubicín;;;
EpiPen;Epinefrín (Adrenalín);;;
EpiPen;Epinefrín (Adrenalín);;;
EpiPen Jr.;Epinefrín (Adrenalín);;;
Epirubicin Viatris 2 mg/ml;Epirubicín;;;
Epirubicin Viatris 2 mg/ml;Epirubicín;;;
Epivir 150 mg filmom obalené tablety;Lamivudín;;;
Eplerenon Medreg 25 mg;Eplerenón;;;
Eplerenon Medreg 25 mg;Eplerenón;;;
Eplerenon Medreg 50 mg;Eplerenón;;;
Eplerenon Sandoz 25 mg filmom obalené tablety;Eplerenón;;;
Eplerenon Sandoz 25 mg filmom obalené tablety;Eplerenón;;;
Eplerenon Sandoz 50 mg filmom obalené tablety;Eplerenón;;;
Eplerenon STADA 25 mg filmom obalené tablety;Eplerenón;;;
Eplerenon STADA 25 mg filmom obalené tablety;Eplerenón;;;
Eplerenon STADA 50 mg filmom obalené tablety;Eplerenón;;;
Eplerenon STADA 50 mg filmom obalené tablety;Eplerenón;;;
Eplerenon Viatris 25 mg filmom obalené tablety;Eplerenón;;;
Eplerenon Viatris 50 mg filmom obalené tablety;Eplerenón;;;
Eplerenone Teva 25 mg;Eplerenón;;;
Eplerenone Teva 25 mg;Eplerenón;;;
Eplerenone Teva 50 mg;Eplerenón;;;
Eplerenone Teva 50 mg;Eplerenón;;;
Eporatio 10000 IU/1,0 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Eporatio 20000 IU/1,0 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Eporatio 30000 IU/1,0 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Equoral;Cyklosporín;;;
EQUORAL 100 mg;Cyklosporín;;;
EQUORAL 25 mg;Cyklosporín;;;
EQUORAL 50 mg;Cyklosporín;;;
Erbitux 5 mg/ml infúzny roztok;Cetuximab;;;
Erelzi 50 mg injekčný roztok v naplnenej injekčnej striekačke;Etanercept;;;
Erelzi 50 mg injekčný roztok v naplnenom pere;Etanercept;;;
Erivedge 150 mg tvrdé kapsuly;Vizmodegib;;;
Erleada 240 mg filmom obalené tablety;Apalutamid;;;
Erleada 60 mg filmom obalené tablety;Apalutamid;;;
Erlotinib Sandoz 100 mg;Erlotinib;;;
Erlotinib Sandoz 150 mg;Erlotinib;;;
Erlotinib STADA 100 mg;Erlotinib;;;
Erlotinib STADA 150 mg;Erlotinib;;;
Erlotinib Teva B.V. 150 mg;Erlotinib;;;
Erlotinib Vipharm 100 mg;Erlotinib;;;
Erlotinib Vipharm 150 mg;Erlotinib;;;
ERYFLUID;Erytromycín;;;
Escitalopram Accord 10 mg filmom obalené tablety;Escitalopram;;;
Escitalopram Medreg;Escitalopram;;;
Escitalopram Medreg;Escitalopram;;;
Escitalopram Teva 10 mg;Escitalopram;;;
Escitalopram Teva 10 mg;Escitalopram;;;
Escitalopram Teva 10 mg;Escitalopram;;;
Escitalopram Viatris 10 mg;Escitalopram;;;
Escitil 10 mg;Escitalopram;;;
Escitil 15 mg;Escitalopram;;;
Escitil 20 mg;Escitalopram;;;
Eslibon 800 mg tablety;Eslikarbazepín;;;
Esogno 1 mg filmom obalené tablety;Eszopiklón;;;
Esogno 2 mg filmom obalené tablety;Eszopiklón;;;
Esogno 3 mg filmom obalené tablety;Eszopiklón;;;
Esogno 3 mg filmom obalené tablety;Eszopiklón;;;
Esperoct 1000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Esperoct 1500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Esperoct 500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Estrofem 1 mg;Estradiol;;;
Etoposid Sandoz 100 mg;Etopozid;;;
Etoposid Sandoz 200 mg;Etopozid;;;
ETRUZIL;Letrozol;;;
EUPHYLLIN CR N 200;Teofylín;;;
EUPHYLLIN CR N 300;Teofylín;;;
Euthyrox 100 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 112 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 125 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 137 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 150 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 200 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 25 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 50 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 75 mikrogramov;Levotyroxín, sodná soľ;;;
Euthyrox 88 mikrogramov;Levotyroxín, sodná soľ;;;
EVENITY 105 mg injekcný roztok naplnený v injekcnej striekacke;Romosozumab;;;
Everolimus Krka 10 mg;Everolimus;;;
Everolimus Krka 5 mg;Everolimus;;;
Everolimus Pharmagen 10 mg tablety;Everolimus;;;
Everolimus Pharmagen 5 mg tablety;Everolimus;;;
Everolimus Sandoz 10 mg;Everolimus;;;
Everolimus Sandoz 5 mg;Everolimus;;;
EVEROLIMUS STADA 10 mg;Everolimus;;;
EVEROLIMUS STADA 5 mg;Everolimus;;;
Everolimus Vipharm 10 mg tablety;Everolimus;;;
Everolimus Vipharm 5 mg tablety;Everolimus;;;
Evfraxy 60 mg injekčný roztok v naplnenej injekčnej striekačke;Denosumab;;;
Evrenzo 100 mg filmom obalené tablety;Roxadustát;;;
Evrenzo 150 mg filmom obalené tablety;Roxadustát;;;
Evrenzo 20 mg filmom obalené tablety;Roxadustát;;;
Evrenzo 50 mg filmom obalené tablety;Roxadustát;;;
Evrenzo 70 mg filmom obalené tablety;Roxadustát;;;
Evrysdi 0,75 mg/ml prášok na perorálny roztok;Risdiplam;;;
Exelon 13,3 mg/24 h transdermálna náplasť;Rivastigmín;;;
Exelon 4,6 mg/24 h transdermálna náplasť;Rivastigmín;;;
Exelon 9,5 mg/24 h transdermálna náplasť;Rivastigmín;;;
Exemestan Viatris 25 mg;Exemestán;;;
Exemestane Pharmacenter 25 mg filmom obalené tablety;Exemestán;;;
Exferana 180 mg;Deferasirox;;;
Exferana 360 mg;Deferasirox;;;
Eydenzelt 40 mg/ml, injekčný roztok v injekčnej liekovke;Aflibercept;;;
Eydenzelt 40 mg/ml, injekčný roztok v injekčnej liekovke;Aflibercept;;;
Eylea 114,3 mg/ml, injekčný roztok;Aflibercept;;;
Eylea 114,3 mg/ml, injekčný roztok v naplnenej injekčnej striekačke;Aflibercept;;;
Eylea 40 mg/ml, injekčný roztok v naplnenej injekčnej striekačke;Aflibercept;;;
Ezen 10 mg;Ezetimib;;;
Ezen 10 mg;Ezetimib;;;
Ezetimib Stada 10 mg;Ezetimib;;;
Ezetimib Stada 10 mg;Ezetimib;;;
Ezetimib Teva 10 mg;Ezetimib;;;
Ezetimib Teva 10 mg;Ezetimib;;;
Ezetimib/simvastatín Teva B.V. 10 mg/20 mg;Simvastatín a ezetimib;;;
Ezetimib/simvastatín Teva B.V. 10 mg/20 mg;Simvastatín a ezetimib;;;
Ezetimib/simvastatín Teva B.V. 10 mg/40 mg;Simvastatín a ezetimib;;;
Ezetimib/simvastatín Teva B.V. 10 mg/40 mg;Simvastatín a ezetimib;;;
Ezetimibe Sandoz 10 mg;Ezetimib;;;
Ezetimibe Sandoz 10 mg;Ezetimib;;;
"Ezetimibe/Atorvastatin STADA 10 mg/20 mg filmom 
obalené tablety";Atorvastatín a ezetimib;;;
"Ezetimibe/Atorvastatin STADA 10 mg/40 mg filmom 
obalené tablety";Atorvastatín a ezetimib;;;
"Ezetimibe/Atorvastatin STADA 10 mg/80 mg filmom 
obalené tablety";Atorvastatín a ezetimib;;;
EZETROL;Ezetimib;;;
EZETROL;Ezetimib;;;
Ezoleta 10 mg tablety;Ezetimib;;;
Ezoleta 10 mg tablety;Ezetimib;;;
Fabrazyme 35 mg prášok na koncentrát na infúzny roztok;Beta-agalzidáza;;;
FACTOR VII NF Baxalta;Koagulačný faktor VII;;;
Famciclovir - Teva 250 mg;Famciklovir;;;
Famciclovir - Teva 500 mg;Famciklovir;;;
Fanhdi 100 IU/ml;Koagulačný faktor VIII a von Willebrandov faktor v kombinácii;;;
Fanhdi 100 IU/ml;Koagulačný faktor VIII a von Willebrandov faktor v kombinácii;;;
Fanhdi 25 IU/ml;Koagulačný faktor VIII a von Willebrandov faktor v kombinácii;;;
Fanhdi 50 IU/ml;Koagulačný faktor VIII a von Willebrandov faktor v kombinácii;;;
Fasenra 30 mg injekčný roztok naplnený v injekčnej striekačke;Benralizumab;;;
Fasenra 30 mg injekčný roztok naplnený v pere;Benralizumab;;;
Faslodex 250 mg injekčný roztok;Fulvestrant;;;
Febuxostat Sandoz 120 mg;Febuxostát;;;
Febuxostat Sandoz 80 mg;Febuxostát;;;
FEIBA 100 U/ml prášok a rozpúšťadlo na infúzny roztok;Faktor VIII - inhibítor bypassovej aktivity;;;
FEIBA 100 U/ml prášok a rozpúšťadlo na infúzny roztok;Faktor VIII - inhibítor bypassovej aktivity;;;
Felodipin-ratiopharm  10 mg;Felodipín;;;
Felodipin-ratiopharm  5 mg;Felodipín;;;
Fenistil;Dimetindén;;;
Fenofibrate Teva 267 mg;Fenofibrát;;;
Fenofix 200;Fenofibrát;;;
Fenofix 200;Fenofibrát;;;
Fentanyl ratiopharm 100 µg/h;Fentanyl;;;
Fentanyl ratiopharm 12 µg/h;Fentanyl;;;
Fentanyl ratiopharm 25 µg/h;Fentanyl;;;
Fentanyl ratiopharm 50 µg/h;Fentanyl;;;
Fentanyl ratiopharm 75 µg/h;Fentanyl;;;
Fentanyl Sandoz 100 µg/h matrix transdermálna náplasť;Fentanyl;;;
Fentanyl Sandoz 25 µg/h matrix transdermálna náplasť;Fentanyl;;;
Fentanyl Sandoz 50 µg/h matrix transdermálna náplasť;Fentanyl;;;
Fentanyl Sandoz 75 µg/h matrix transdermálna náplasť;Fentanyl;;;
Ferinject;Parenterálne lieky s trojmocným železom;;;
Ferretab comp.;Ferum(II)-fumarát a kyselina listová;;;
Ferretab comp.;Ferum(II)-fumarát a kyselina listová;;;
Ferric carboxymaltose Sandoz 50 mg železa/ml injekčná/infúzna disperzia;Parenterálne lieky s trojmocným železom;;;
Ferric carboxymaltose Teva 50 mg železa/ml injekčná/infúzna disperzia;Parenterálne lieky s trojmocným železom;;;
Fevarin 100;Fluvoxamín;;;
Fevarin 50;Fluvoxamín;;;
Fiasp 100 jednotiek/ml injekčný roztok naplnený v injekčnom pere;Inzulín-aspartát;;;
Fiasp 100 jednotiek/ml injekčný roztok v náplni;Inzulín-aspartát;;;
FIMODIGO 0,5 mg;Fingolimod;;;
FINAMED;Finasterid;;;
Finanorm 5 mg;Finasterid;;;
Finasteride Accord 5 mg filmom obalené tablety;Finasterid;;;
Fingolimod Glenmark 0,5 mg;Fingolimod;;;
Fingolimod Mylan 0,5 mg tvrdé kapsuly;Fingolimod;;;
Fingolimod Reddy 0,5 mg tvrdé kapsuly;Fingolimod;;;
Fingolimod Richter  0,5 mg tvrdé kapsuly;Fingolimod;;;
Fingolimod STADA 0,5 mg tvrdé kapsuly;Fingolimod;;;
Fingolimod Zentiva 0,5 mg;Fingolimod;;;
Finpros 5 mg;Finasterid;;;
Fintepla 2.2 mg/ml perorálny roztok;Fenfluramín;;;
Firazyr 30 mg injekčný roztok v naplnenej injekčnej striekačke;Ikatibant;;;
FIRDAPSE 10 mg tablety;Amifampridín;;;
FIRMAGON 120 mg prášok a rozpúšťadlo na injekčný roztok;Degarelix;;;
FIRMAGON 80 mg prášok a rozpúšťadlo na injekčný roztok;Degarelix;;;
Fixapost 50 mikrogramov/ml + 5 mg/ml očné roztokové kvapky;Timolol, kombinácie;;;
FIXIT 120;Fexofenadín;;;
FIXIT 120;Fexofenadín;;;
FIXIT 180;Fexofenadín;;;
Flazonexar;Flutikazón,kombinácie;;;
Flector Rapid 50 mg;Diklofenak;;;
FLEKAINID SANDOZ 100 mg tablety;Flekainid;;;
FLEKAINID SANDOZ 50 mg tablety;Flekainid;;;
Flixonase Aqueous Nasal Spray;Flutikazón;;;
Flixotide 125 Inhaler N;Flutikazón;;;
Flixotide 250 Inhaler N;Flutikazón;;;
Flixotide 50 Inhaler N;Flutikazón;;;
Flixotide Diskus 250 µg;Flutikazón;;;
Flixotide Diskus 500 µg;Flutikazón;;;
FLONIDAN 10 mg;Loratadín;;;
FLONIDAN 10 mg;Loratadín;;;
FLONIDAN SOLUTAB 10 mg;Loratadín;;;
Fluanxol Depot 20 mg;Flupentixol;;;
Fluco Sandoz 100 mg;Flukonazol;;;
Fluco Sandoz 150 mg;Flukonazol;;;
Fluco Sandoz 150 mg;Flukonazol;;;
Fluco Sandoz 50 mg;Flukonazol;;;
Fludara oral;Fludarabín;;;
Fludarabin Sandoz 25 mg/ ml injekčný alebo infúzny koncentrát;Fludarabín;;;
Fluenz nosová suspenzná aerodisperzia;Očkovacia látka proti chrípke, živá oslabená;;;
Flugalin 50 mg;Flurbiprofén;;;
Flumazenil Pharmaselect 0,1 mg/ ml;Flumazenil;;;
Fluomizin 10 mg vaginálne tablety;Dekalínium;;;
Fluorouracil Accord 50 mg/ml injekčný a infúzny roztok;Fluóruracil;;;
Flutiform 125 mikrogramov/5 mikrogramov;Formoterol a flutikazón;;;
Flutiform 250 mikrogramov/10 mikrogramov;Formoterol a flutikazón;;;
Flutiform 50 mikrogramov/5 mikrogramov;Formoterol a flutikazón;;;
Fokusin;Tamsulosín;;;
FOLINAR 10 mg filmom obalené tablety;Solifenacín;;;
FORMANO;Formoterol;;;
Formoterol Easyhaler;Formoterol;;;
Formoterol-ratiopharm 12 µg;Formoterol;;;
Formovent 12 µg;Formoterol;;;
Fortrans;Kombinácie minerálnych solí;;;
Forxiga 10 mg filmom obalené tablety;Dapagliflozín;;;
Forxiga 10 mg filmom obalené tablety;Dapagliflozín;;;
Fosrenol 500 mg žuvacie tablety;Hydrát uhličitanu lantanitého;;;
Fosrenol 750 mg žuvacie tablety;Hydrát uhličitanu lantanitého;;;
Foster 200/6 mikrogramov/dávka;Formoterol a beklometazón;;;
Foster Nexthaler;Formoterol a beklometazón;;;
Foster Nexthaler 200/6 mikrogramov/dávka;Formoterol a beklometazón;;;
FOXIEMO 10 mg;Metotrexát;;;
FOXIEMO 15 mg;Metotrexát;;;
FOXIEMO 20 mg;Metotrexát;;;
FOXIEMO 25 mg;Metotrexát;;;
FOXIEMO 7,5 mg;Metotrexát;;;
FRAGMIN 10000 IU (anti-Xa)/0,4 ml;Dalteparín;;;
FRAGMIN 12500 IU (anti-Xa)/0,5 ml;Dalteparín;;;
FRAGMIN 15000 IU (anti-Xa)/0,6 ml;Dalteparín;;;
FRAGMIN 18000 IU (anti-Xa)/0,72 ml;Dalteparín;;;
FRAGMIN 2500 IU (anti-Xa)/0,2 ml;Dalteparín;;;
FRAGMIN 5000 IU (anti-Xa)/0,2 ml;Dalteparín;;;
FRAGMIN 7500 IU (anti-Xa)/0,3 ml;Dalteparín;;;
FRAMYKOIN;Iné antibiotiká na lokálne použitie;;;
Fraxiparine 2 850 IU (anti Xa)/0,3 ml;Nadroparín;;;
Fraxiparine 3 800 IU (anti Xa)/0,4 ml;Nadroparín;;;
Fraxiparine 5 700 IU (anti Xa)/0,6 ml;Nadroparín;;;
Fraxiparine 7 600 IU (anti Xa)/0,8 ml;Nadroparín;;;
Fraxiparine 9 500 IU (anti-Xa)/1 ml;Nadroparín;;;
Fraxiparine Forte 11 400 IU (anti-Xa)/0,6 ml;Nadroparín;;;
Fraxiparine Forte 15 200 IU (anti-Xa)/0,8 ml;Nadroparín;;;
Fraxiparine Forte 19 000 IU (anti-Xa)/1 ml;Nadroparín;;;
FROMILID 250;Klaritromycín;;;
FROMILID 500;Klaritromycín;;;
Fromilid uno;Klaritromycín;;;
Fromilid uno;Klaritromycín;;;
Frontin 0,25 mg;Alprazolam;;;
Frontin 0,5 mg;Alprazolam;;;
Frontin 1 mg;Alprazolam;;;
Frovamen;Frovatriptán;;;
Fucicort;Betametazón a antibiotiká;;;
Fucidin H;Hydrokortizón a antibiotiká;;;
FULLHALE 25 mikrogramov/125 mikrogramov/dávka inhalačná suspenzia v tlakovom obale;Salmeterol a flutikazón;;;
FULLHALE 25 mikrogramov/250 mikrogramov/dávka inhalačná suspenzia v tlakovom obale;Salmeterol a flutikazón;;;
Fulphila 6 mg injekčný roztok naplnený v injekčnej striekačke;Pegfilgrastim;;;
Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;Fulvestrant;;;
Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;Fulvestrant;;;
Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;Fulvestrant;;;
Fulvestrant STADA 250 mg;Fulvestrant;;;
Fulvestrant STADA Arzneimittel 250 mg;Fulvestrant;;;
Fulvestrant Teva 250 mg;Fulvestrant;;;
Fulvestrant Vipharm 250 mg;Fulvestrant;;;
FURON 40 mg;Furosemid;;;
FURORESE 250;Furosemid;;;
FURORESE 250;Furosemid;;;
Furosemid FMK 40 mg;Furosemid;;;
Furosemid Medreg;Furosemid;;;
Furosemid-Slovakofarma;Furosemid;;;
Furosemid-Slovakofarma;Furosemid;;;
Furosemid-Slovakofarma forte;Furosemid;;;
Furosemid-Slovakofarma forte;Furosemid;;;
Fycompa 0,5 mg/ml perorálna suspenzia;Perampanel;;;
Fycompa 2 mg filmom obalované tablety;Perampanel;;;
Fycompa 4 mg filmom obalené tablety;Perampanel;;;
Fycompa 4 mg filmom obalené tablety;Perampanel;;;
Fycompa 6 mg filmom obalené tablety;Perampanel;;;
Fycompa 8 mg filmom obalené tablety;Perampanel;;;
Gabagamma 300;Gabapentín;;;
Gabagamma 300;Gabapentín;;;
Gabagamma 400;Gabapentín;;;
Gabagamma 400;Gabapentín;;;
Gabagamma 600 filmom obalené tablety;Gabapentín;;;
Gabagamma 600 filmom obalené tablety;Gabapentín;;;
Gabagamma 800 filmom obalené tablety;Gabapentín;;;
Gabagamma 800 filmom obalené tablety;Gabapentín;;;
Gabapentin Glenmark 100 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Glenmark 300 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Glenmark 300 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Glenmark 400 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Glenmark 400 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Glenmark 600 mg filmom obalené tablety;Gabapentín;;;
Gabapentin Glenmark 600 mg filmom obalené tablety;Gabapentín;;;
Gabapentin Teva B.V. 100 mg;Gabapentín;;;
Gabapentin Teva B.V. 300 mg;Gabapentín;;;
Gabapentin Teva B.V. 300 mg;Gabapentín;;;
Gabapentin Teva B.V. 400 mg;Gabapentín;;;
Gabapentin Teva B.V. 400 mg;Gabapentín;;;
Gabapentin Teva Slovakia 600 mg;Gabapentín;;;
Gabapentin Vipharm 300 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin Vipharm 400 mg tvrdé kapsuly;Gabapentín;;;
Gabapentin-Teva 100 mg;Gabapentín;;;
Gabapentin-Teva 300 mg;Gabapentín;;;
Gabapentin-Teva 300 mg;Gabapentín;;;
Gabapentin-Teva 400 mg;Gabapentín;;;
Gabapentin-Teva 400 mg;Gabapentín;;;
Gadovist 1,0 mmol/ ml;Gadobutrol;;;
Gadovist 1,0 mmol/ml injekčný roztok;Gadobutrol;;;
Galafold 123 mg tvrdé kapsuly;Migalastát;;;
Galantamin Viatris 16 mg;Galantamín;;;
Galsya SR 16 mg;Galantamín;;;
Galsya SR 8 mg;Galantamín;;;
Gamunex;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Gamunex;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Gamunex;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Gamunex;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Gamunex;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Ganaton;Itoprid;;;
Ganaton;Itoprid;;;
GANFORT 0,3 mg/ml + 5 mg/ml očná roztoková instilácia;Timolol, kombinácie;;;
GANFORT 0,3 mg/ml + 5 mg/ml očná roztoková instilácia;Timolol, kombinácie;;;
Gardasil 9 injekčná suspenzia v naplnenej injekčnej striekačke;Očkovacia látka proti papilomavírusu (ľudské typy 6, 11, 16, 18, 31, 33, 45, 52, 58);;;
Gaxenim 0,5 mg;Fingolimod;;;
Gazyvaro 1 000 mg infúzny koncentrát;Obinutuzumab;;;
GECROL 1 mg;Takrolimus;;;
GELARGIN;Fluocinolónacetonid;;;
Gemcitabine Accord 100 mg/ml infúzny koncentrát;Gemcitabín;;;
Gemcitabine Accord 100 mg/ml infúzny koncentrát;Gemcitabín;;;
Gemcitabine Kabi 38 mg/ml infúzny koncentrát;Gemcitabín;;;
Gemcitabine Kabi 38 mg/ml infúzny koncentrát;Gemcitabín;;;
